publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5035352497,A5035352497,Joanne Haddad,joanne haddad,0000-0002-9829-8815,middle,FALSE,Universitat Autònoma de Barcelona,https://ror.org/052g8jq94,ES,education,"Universitat Autonoma de Barcelona, Bellaterra, Spain"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124352654,A5124352654,Goncalo Lima,goncalo lima,NA,middle,FALSE,European University Institute,https://ror.org/0031wrj91,IT,education,"European University Institute, Florence, Italy; University of Bologna, Bologna, Italy"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124352654,A5124352654,Goncalo Lima,goncalo lima,NA,middle,FALSE,University of Bologna,https://ror.org/01111rn36,IT,education,"European University Institute, Florence, Italy; University of Bologna, Bologna, Italy"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5023040173,A5023040173,Jörg Peters,jorg peters,0000-0002-7835-8745,middle,FALSE,RWI – Leibniz Institute for Economic Research,https://ror.org/02pse8162,DE,facility,"RWI-Leibniz Institute for Economic Research, Essen, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5128511078,A5128511078,Anna Dreber,anna dreber,0000-0003-3989-9941,middle,FALSE,Stockholm School of Economics,https://ror.org/01s5jzh92,SE,education,"Stockholm School of Economics, Stockholm, Sweden"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132565315,A5132565315,Douglas Campbell,douglas campbell,NA,middle,FALSE,American University of Armenia,https://ror.org/04dngzj56,AM,education,"American University of Armenia, Santa Monica, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5024634580,A5024634580,Lamis Kattan,lamis kattan,0000-0002-3191-7896,middle,FALSE,Georgetown University in Qatar,https://ror.org/029e47x73,QA,education,"School of Foreign Service, Georgetown University Qatar, Doha, Qatar"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5082996135,A5082996135,Diego Mariño Fages,diego marino fages,0000-0002-6233-2292,middle,FALSE,Durham University,https://ror.org/01v29qb04,GB,education,"University Business Centre, Durham University, Durham, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5091368365,A5091368365,Fabian Mierisch,fabian mierisch,NA,middle,FALSE,Oldham Council,https://ror.org/05cxzzq07,GB,government,"Independent Researcher, Bavaria, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132545021,A5132545021,Pu Sun,pu sun,NA,middle,FALSE,Dongbei University of Finance and Economics,https://ror.org/05db1pj03,CN,education,"Dongbei University of Finance and Economics, Dalian, China"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5077880460,A5077880460,Taylor Wright,taylor wright,0000-0002-6045-0164,middle,FALSE,Brock University,https://ror.org/056am2717,CA,education,"Brock University, St Catharines, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,name:marie connolly,NA,Marie Connolly,marie connolly,0000-0002-5471-3984,middle,FALSE,Université du Québec à Montréal,https://ror.org/002rjbv21,CA,education,"UQAM, Montreal, Quebec, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5109308432,A5109308432,Fernando Hoces de la Guardia,fernando hoces de la guardia,NA,middle,FALSE,NA,NA,NA,NA,"Berkeley Initiative for Transparency in the Social Sciences, Berkeley, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132655497,A5132655497,Magnus Johannesson,magnus johannesson,0000-0001-8759-6393,middle,FALSE,Stockholm School of Economics,https://ror.org/01s5jzh92,SE,education,"Stockholm School of Economics, Stockholm, Sweden"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5077506130,A5077506130,Edward Miguel,edward miguel,0000-0001-6927-709X,middle,FALSE,"University of California, Berkeley",https://ror.org/01an7q238,US,education,"University of California Berkeley, Berkeley, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5082879481,A5082879481,Lars Vilhuber,lars vilhuber,0000-0001-5733-8932,middle,FALSE,Cornell University,https://ror.org/05bnh6r87,US,education,"Cornell University, Ithaca, NY, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5013904101,A5013904101,Alejandro Abarca,alejandro abarca,0009-0008-0930-8753,middle,FALSE,Texas Tech University,https://ror.org/0405mnx93,US,education,"Texas Tech University, Lubbock, Texas, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124670823,A5124670823,Mahesh Acharya,mahesh acharya,0009-0006-7721-5212,middle,FALSE,University of Calgary,https://ror.org/03yjb2x39,CA,education,"University of Calgary, Calgary, Alberta, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132631816,A5132631816,Sossou Simplice Adjisse,sossou simplice adjisse,NA,middle,FALSE,Bloomfield College,https://ror.org/04gdk0x87,US,education,"Oregon State University, Bloomfield, NM, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5002745589,A5002745589,Ahwaz Akhtar,ahwaz akhtar,0000-0001-6535-174X,middle,FALSE,George Washington University,https://ror.org/00y4zzh67,US,education,"George Washington University, Washington, DC, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5134401619,A5134401619,Eduardo Alberto Ramirez Lizardi,eduardo alberto ramirez lizardi,0009-0006-0073-9843,middle,FALSE,University of Oslo,https://ror.org/01xtthb56,NO,education,"University of Oslo, Oslo, Norway"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5071615677,A5071615677,Sabina Albrecht,sabina albrecht,0000-0002-2896-5248,middle,FALSE,The University of Queensland,https://ror.org/00rqy9422,AU,education,"University of Queensland, Brisbane, Queensland, Australia"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5046534223,A5046534223,Synøve N. Andersen,synove n andersen,0000-0002-6665-3093,middle,FALSE,University of Oslo,https://ror.org/01xtthb56,NO,education,"University of Oslo, Oslo, Norway"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132627179,A5132627179,Zubaria Andlib,zubaria andlib,0000-0002-4042-6861,middle,FALSE,Federal Urdu University,https://ror.org/02b52th27,PK,education,"Federal Urdu University of Arts Science and Technology, Islamabad, Pakistan; Lancaster University, Lancaster, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132627179,A5132627179,Zubaria Andlib,zubaria andlib,0000-0002-4042-6861,middle,FALSE,Lancaster University,https://ror.org/04f2nsd36,GB,education,"Federal Urdu University of Arts Science and Technology, Islamabad, Pakistan; Lancaster University, Lancaster, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132586327,A5132586327,Falak Arrora,falak arrora,0009-0005-3881-5373,middle,FALSE,University of Warwick,https://ror.org/01a77tt86,GB,education,"University of Warwick, Coventry, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5104954350,A5104954350,Thomas Ash,thomas ash,NA,middle,FALSE,"University of California, Los Angeles",https://ror.org/046rm7j60,US,education,"Anderson School of Management UCLA, Los Angeles, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5119058173,A5119058173,Etienne Bacher,etienne bacher,NA,middle,FALSE,Luxembourg Institute of Socio-Economic Research,https://ror.org/040jf9322,LU,nonprofit,"Luxembourg Institute of Socio-Economic Research (LISER), Esch-sur-Alzette, Luxembourg"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5022171090,A5022171090,Sebastian Bachler,sebastian bachler,0000-0002-7036-1501,middle,FALSE,Universität Innsbruck,https://ror.org/054pv6659,AT,education,"University of Innsbruck, Innsbruck, Austria"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132619071,A5132619071,Félix Bacon,felix bacon,NA,middle,FALSE,Université Laval,https://ror.org/04sjchr03,CA,education,"Université Laval, Quebec City, Quebec, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5128871491,A5128871491,Manuel F. Bagues,manuel f bagues,NA,middle,FALSE,University of Warwick,https://ror.org/01a77tt86,GB,education,"University of Warwick, Coventry, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132641633,A5132641633,Timea Balogh,timea balogh,NA,middle,FALSE,University of Strathclyde,https://ror.org/00n3w3b69,GB,education,"University of Strathclyde, Glasgow, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5114659704,A5114659704,Alisher Batmanov,alisher batmanov,NA,middle,FALSE,University of California San Diego,https://ror.org/0168r3w48,US,education,"University of California San Diego, La Jolla, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132581326,A5132581326,Mara Barschkett,mara barschkett,0000-0002-9326-0690,middle,FALSE,University of Bonn,https://ror.org/041nas322,DE,education,"IZA Berlin, Berlin, Germany; University of Bonn, Bonn, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132581326,A5132581326,Mara Barschkett,mara barschkett,0000-0002-9326-0690,middle,FALSE,Berlin School of Economics and Law,https://ror.org/03rkmps36,DE,education,"IZA Berlin, Berlin, Germany; University of Bonn, Bonn, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132559900,A5132559900,Barış Kaan Basdil,baris kaan basdil,NA,middle,FALSE,Teknoloji Arastirma ve Gelistirme Endustriyel Urunler Bilisim Teknolojileri San Tic,https://ror.org/040nc8096,TR,company,"Risk Software Technologies, Istanbul, Turkey"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5000880544,A5000880544,Jaromír Baxa,jaromir baxa,0000-0002-9768-209X,middle,FALSE,Charles University,https://ror.org/024d6js02,CZ,education,"Institute of Economic Studies, Faculty of Social Sciences, Charles University, Prague, Czech Republic; Institute of Information Theory and Automation, Czech Academy of Sciences, Prague, Czech Republic"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5000880544,A5000880544,Jaromír Baxa,jaromir baxa,0000-0002-9768-209X,middle,FALSE,"Czech Academy of Sciences, Institute of Information Theory and Automation",https://ror.org/03h1hsz49,CZ,facility,"Institute of Economic Studies, Faculty of Social Sciences, Charles University, Prague, Czech Republic; Institute of Information Theory and Automation, Czech Academy of Sciences, Prague, Czech Republic"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5110491465,A5110491465,S. Becker,s becker,0000-0002-0672-4865,middle,FALSE,University of Warwick,https://ror.org/01a77tt86,GB,education,"Monash University, Clayton, Victoria, Australia; University of Warwick, Coventry, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5110491465,A5110491465,S. Becker,s becker,0000-0002-0672-4865,middle,FALSE,Monash University,https://ror.org/02bfwt286,AU,education,"Monash University, Clayton, Victoria, Australia; University of Warwick, Coventry, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5116436356,A5116436356,Monica Beeder,monica beeder,0000-0001-9661-4936,middle,FALSE,University of Southampton,https://ror.org/01ryk1543,GB,education,"University of Southampton, Southampton, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5013698209,A5013698209,Louis‐Philippe Beland,louis philippe beland,0000-0001-7458-4641,middle,FALSE,Carleton University,https://ror.org/02qtvee93,CA,education,"Carleton University, Ottawa, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5130885249,A5130885249,Abdel-Hamid Bello,abdel hamid bello,NA,middle,FALSE,Université de Montréal,https://ror.org/0161xgx34,CA,education,"University of Montreal, Montreal, Quebec, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5003065250,A5003065250,Daniel Markovits,daniel markovits,0000-0003-1006-2590,middle,FALSE,Columbia University,https://ror.org/00hj8s172,US,education,"Columbia University, New York, NY, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132636405,A5132636405,Grant Benjamin,grant benjamin,0000-0003-0744-9428,middle,FALSE,University of Toronto,https://ror.org/03dbr7087,CA,education,"University of Toronto, Toronto, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5041121197,A5041121197,Thomas Bergeron,thomas bergeron,0000-0003-3621-1910,middle,FALSE,Université de Montréal,https://ror.org/0161xgx34,CA,education,"University of Montreal, Montreal, Quebec, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5003348358,A5003348358,Moussa P. Blimpo,moussa p blimpo,0000-0003-3168-9042,middle,FALSE,University of Toronto,https://ror.org/03dbr7087,CA,education,"University of Toronto, Toronto, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5023081062,A5023081062,Marco Nicola Binetti,marco nicola binetti,0000-0003-2037-6454,middle,FALSE,University of Bremen,https://ror.org/04ers2y35,DE,education,"Institute of Intercultural and International Studies, University of Bremen, Bremen, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5053789722,A5053789722,Carl Bonander,carl bonander,0000-0002-1189-9950,middle,FALSE,Karlstad University,https://ror.org/05s754026,SE,education,"Karlstad Business School, Karlstad University, Karlstad, Sweden"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5057053404,A5057053404,Joseph Bonneau,joseph bonneau,0000-0002-6349-0145,middle,FALSE,"University of California, Davis",https://ror.org/05rrcem69,US,education,"University of California Davis, Davis, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5078154669,A5078154669,Endre Borbáth,endre borbath,0000-0002-2980-8586,middle,FALSE,Heidelberg University,https://ror.org/038t36y30,DE,education,"Ruprecht-Karls-Universität Heidelberg, Heidelberg, Germany"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5026140823,A5026140823,Nicolai T. Borgen,nicolai t borgen,0000-0002-7638-3293,middle,FALSE,University of Oslo,https://ror.org/01xtthb56,NO,education,"Centre for Research on Equality in Education, University of Oslo, Oslo, Norway; Department of Special Needs Education, University of Oslo, Oslo, Norway"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5005257867,A5005257867,Solveig Topstad Borgen,solveig topstad borgen,0000-0002-4852-3332,middle,FALSE,University of Oslo,https://ror.org/01xtthb56,NO,education,"University of Oslo, Oslo, Norway"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132584492,A5132584492,Jonathan Borowsky,jonathan borowsky,NA,middle,FALSE,University of Minnesota,https://ror.org/017zqws13,US,education,"University of Minnesota, St Paul, MN, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5004535574,A5004535574,Elisa Brini,elisa brini,0000-0002-0049-7833,middle,FALSE,University of Florence,https://ror.org/04jr1s763,IT,education,"University of Florence, Florence, Italy"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132598414,A5132598414,Myriam Brown,myriam brown,NA,middle,FALSE,Université Laval,https://ror.org/04sjchr03,CA,education,"Université Laval, Quebec City, Quebec, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132552695,A5132552695,Martin Brun,martin brun,0000-0002-6896-6309,middle,FALSE,Tampere University,NA,FI,NA,"Finnish Centre of Excellence in Tax Systems Research, Tampere University, Tampere, Finland"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5102887246,A5102887246,Stephan B. Bruns,stephan b bruns,0000-0002-3028-9699,middle,FALSE,University of Kassel,https://ror.org/04zc7p361,DE,education,"Centre for Environmental Sciences, Hasselt University, Hasselt, Belgium; INCHER Kassel, Kassel, Germany; METRICS Stanford, Stanford University, Stanford, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5102887246,A5102887246,Stephan B. Bruns,stephan b bruns,0000-0002-3028-9699,middle,FALSE,Stanford Medicine,https://ror.org/03mtd9a03,US,healthcare,"Centre for Environmental Sciences, Hasselt University, Hasselt, Belgium; INCHER Kassel, Kassel, Germany; METRICS Stanford, Stanford University, Stanford, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5102887246,A5102887246,Stephan B. Bruns,stephan b bruns,0000-0002-3028-9699,middle,FALSE,Hasselt University,https://ror.org/04nbhqj75,BE,education,"Centre for Environmental Sciences, Hasselt University, Hasselt, Belgium; INCHER Kassel, Kassel, Germany; METRICS Stanford, Stanford University, Stanford, CA, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5102887246,A5102887246,Stephan B. Bruns,stephan b bruns,0000-0002-3028-9699,middle,FALSE,Stanford University,https://ror.org/00f54p054,US,education,"Centre for Environmental Sciences, Hasselt University, Hasselt, Belgium; INCHER Kassel, Kassel, Germany; METRICS Stanford, Stanford University, Stanford, CA, USA"
