last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Van Sandt,Anders,Ag and Food,2026,JA,a,NA,0,NA,Rural emergency hospitals: Emerging patterns of adaptation and community perception,The Journal of Rural Health,10.1111/jrh.70112,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1111/jrh.70112,doi:10.1111/jrh.70112,1,Active CSU affiliation,journal rural health,NA,NA,No IF match,W7124536210,https://doi.org/10.1111/jrh.70112,Rural emergency hospitals: Emerging patterns of adaptation and community perception,2026,2026-01-01,article,0,The Journal of Rural Health,0890-765X,Wiley,TRUE,FALSE,6,1,Anders Van Sandt,FALSE,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Countryman,Amanda,Ag and Food,2025,JA,a,Y,0,NA,Tariff Troubles: Repercussions of Protectionist Policies on U.S. Agriculture,The World Economy,10.1111/twec.13731,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/twec.13731,doi:10.1111/twec.13731,1,Active CSU affiliation,world economy,NA,NA,No IF match,W4412138115,https://doi.org/10.1111/twec.13731,Tariff Troubles: Repercussions of Protectionist Policies on US Agriculture and the Trade Deficit,2025,2025-07-09,article,5,World Economy,0378-5920,Wiley,TRUE,FALSE,3,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Thilmany,Dawn,Ag and Food,2024,JA,a,N,0,NA,Assessing Economic Impacts of Mile High 420 Festival in Colorado,Tourism and Hospitality,10.3390/tourhosp5030032,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3390/tourhosp5030032,doi:10.3390/tourhosp5030032,1,Active CSU affiliation,tourism hospitality,NA,NA,No IF match,W4399882779,https://doi.org/10.3390/tourhosp5030032,Assessing Economic Impacts of Mile High 420 Festival in Colorado,2024,2024-06-21,article,0,Tourism and Hospitality,2673-5768,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,Benchmarking Current Pre-Slaughter Management Factors Welfare Indicators and Meat Quality,Translational Animal Science,10.1093/tas/txad150,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/tas/txad150,doi:10.1093/tas/txad150,1,Active CSU affiliation,translational animal science,1.8,2024,Exact journal-year,W4390544728,https://doi.org/10.1093/tas/txad150,"Benchmarking current preslaughter management factors, welfare indicators, and meat quality outcomes at commercial fed cattle processing facilities in the United States",2024,2024-01-01,article,6,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,Pre-Slaughter Factors Affecting Mobility Blood Parameters Bruising and Muscle pH,Translational Animal Science,10.1093/tas/txae035,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/tas/txae035,doi:10.1093/tas/txae035,1,Active CSU affiliation,translational animal science,1.8,2024,Exact journal-year,W4392736989,https://doi.org/10.1093/tas/txae035,"Preslaughter factors affecting mobility, blood parameters, bruising, and muscle pH of finished beef cattle in the United States",2024,2024-01-01,article,12,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,An analysis of preslaughter management factors on welfare and meat quality outcomes,Translational Animal Science,10.1093/tas/txae108,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/tas/txae108,doi:10.1093/tas/txae108,1,Active CSU affiliation,translational animal science,1.8,2024,Exact journal-year,W4401040928,https://doi.org/10.1093/tas/txae108,An analysis of the influence of preslaughter management factors on welfare and meat quality outcomes in fed beef cattle in the United States,2024,2024-01-01,article,5,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,6,NA,NA,NA,Y,FALSE,2024,FALSE,FALSE,Y,CV only,TRUE
Enns,Kellie,Ag Ed,2025,JA,a,Y,0,NA,Developing critical thinking and professional skills in animal science students,Translational Animal Science,10.1093/tas/txaf169,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1093/tas/txaf169,doi:10.1093/tas/txaf169,1,Active CSU affiliation,translational animal science,1.9,2025,Exact journal-year,W7117588825,https://doi.org/10.1093/tas/txaf169,Developing critical thinking and professional skills in animal science students through case-based learning and cognitive interventions,2025,2025-12-30,article,1,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,4,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Ritten,John,Ag and Food,2026,JA,a,NA,0,NA,"Effects of growth hormone implants on animal growth performance, feed intake, carcass characteristics, feeding behavior, gas flux emissions, and relative profitability of finishing Angus steers",Translational Animal Science,10.1093/tas/txag072,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1093/tas/txag072,doi:10.1093/tas/txag072,1,Active CSU affiliation,translational animal science,1.9,2025,Nearest year (2025),W7162752579,https://doi.org/10.1093/tas/txag072,"Effects of growth hormone implants on animal growth performance, feed intake, carcass characteristics, feeding behavior, gas flux emissions, and relative profitability of finishing Angus steers",2026,2026-01-01,article,0,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,12,NA,NA,NA,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Suter,Jordan,ENRE,2025,JA,a,Y,0,NA,The unaccounted costs of slash pile burning,Trees Forests and People,10.1016/j.tfp.2025.101081,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.tfp.2025.101081,doi:10.1016/j.tfp.2025.101081,1,Active CSU affiliation,trees forests people,3.6,2025,Exact journal-year,W4416373336,https://doi.org/10.1016/j.tfp.2025.101081,"The unaccounted costs of slash pile burning: Carbon emissions and PM2.5 exposure in central Oregon, USA",2025,2025-11-19,article,1,Trees Forests and People,2666-7193,Elsevier BV,TRUE,FALSE,3,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Hoag,Dana,ENRE,2022,JA,a,Y,1,Hoag;Mooney,More Risk More Money: When are Payments for Water Savings from Limited Irrigation Profitable,Water Resources and Economics,10.1016/j.wre.2022.100212,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.wre.2022.100212,doi:10.1016/j.wre.2022.100212,1,Active CSU affiliation,water resources economics,2.2,2022,Exact journal-year,W4308921092,https://doi.org/10.1016/j.wre.2022.100212,"More risk, more money: When are payments for water savings from limited irrigation profitable for farmers?",2022,2022-10-01,article,10,Water Resources and Economics,2212-4284,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Mooney,Daniel,Ag and Food,2022,JA,a,Y,1,Hoag;Mooney,More Risk More Money: When are Payments for Water Savings from Limited Irrigation Profitable,Water Resources and Economics,10.1016/j.wre.2022.100212,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.wre.2022.100212,doi:10.1016/j.wre.2022.100212,1,Active CSU affiliation,water resources economics,2.2,2022,Exact journal-year,W4308921092,https://doi.org/10.1016/j.wre.2022.100212,"More risk, more money: When are payments for water savings from limited irrigation profitable for farmers?",2022,2022-10-01,article,10,Water Resources and Economics,2212-4284,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Burkhardt,Jesse,ENRE,2023,JA,a,U,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.wre.2023.100214,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation,water resources economics,2.2,2022,Nearest year (2022),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,TRUE,2023,FALSE,FALSE,Y,CV only,TRUE
Goemans,Chris,ENRE,2023,JA,a,Y,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.wre.2023.100214,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation,water resources economics,2.2,2022,Nearest year (2022),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,TRUE,2023,FALSE,FALSE,Y,CV only,TRUE
Manning,Dale,ENRE,2023,JA,a,U,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.wre.2023.100214,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation,water resources economics,2.2,2022,Nearest year (2022),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,TRUE,2023,FALSE,FALSE,Y,CV only,TRUE
Costanigro,Marco,Ag and Food,2022,JA,a,N,0,NA,Implicit and Explicit Biases for Recycled Water and Tap Water,Water Resources Research,10.1029/2021WR030712,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1029/2021wr030712,doi:10.1029/2021wr030712,1,Active CSU affiliation,water resources research,5.4,2022,Exact journal-year,W4281790344,https://doi.org/10.1029/2021wr030712,Implicit and Explicit Biases for Recycled Water and Tap Water,2022,2022-05-31,article,19,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Goemans,Chris,ENRE,2024,JA,a,Y,1,Goemans;Manning,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1029/2024wr037196,doi:10.1029/2024wr037196,1,Active CSU affiliation,water resources research,5,2024,Exact journal-year,W4404038588,https://doi.org/10.1029/2024wr037196,Integrated Water Management Under Different Water Rights Institutions and Population Patterns: Methodology and Application,2024,2024-11-01,article,2,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,5,NA,NA,NA,Y,TRUE,2024,FALSE,FALSE,Y,CV only,TRUE
Manning,Dale,ENRE,2024,JA,a,U,1,Goemans;Manning,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1029/2024wr037196,doi:10.1029/2024wr037196,1,Active CSU affiliation,water resources research,5,2024,Exact journal-year,W4404038588,https://doi.org/10.1029/2024wr037196,Integrated Water Management Under Different Water Rights Institutions and Population Patterns: Methodology and Application,2024,2024-11-01,article,2,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,5,NA,NA,NA,Y,TRUE,2024,FALSE,FALSE,Y,CV only,TRUE
Suter,Jordan,ENRE,2025,JA,a,U,0,NA,Water scarcity compounds negative effects of salinity on irrigated agriculture,Water Resources Research,10.1029/2024wr038504,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1029/2024wr038504,doi:10.1029/2024wr038504,1,Active CSU affiliation,water resources research,6.3,2025,Exact journal-year,W4415701601,https://doi.org/10.1029/2024wr038504,Water Scarcity Compounds the Negative Effects of Salinity on Irrigated Agriculture,2025,2025-10-30,article,0,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,6,NA,NA,NA,U,FALSE,2025,FALSE,FALSE,U,Undetermined,TRUE
Suter,Jordan,ENRE,2026,JA,a,NA,0,NA,Groundwater management amidst a changing climate: A more severe climate could decrease the value of groundwater conservation,Water Resources Research,10.1029/2025WR040427,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1029/2025wr040427,doi:10.1029/2025wr040427,1,Active CSU affiliation,water resources research,6.3,2025,Nearest year (2025),W7162135996,https://doi.org/10.1029/2025wr040427,Groundwater Management Amidst a Changing Climate: A More Severe Climate Could Decrease the Value of Groundwater Conservation,2026,2026-05-01,article,0,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,9,NA,NA,NA,U,FALSE,2026,FALSE,FALSE,U,Undetermined,FALSE
Hill,Alexandra,Ag and Food,2021,JA,b,N,0,NA,COVID-19 and Farm Workers,Western Economics Forum,10.22004/ag.econ.311308,hillalexandra.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.311308,doi:10.22004/ag.econ.311308,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,W3203596447,https://doi.org/10.22004/ag.econ.311308,COVID-19 and Farm Workers,2021,2021-01-01,article,0,"AgEcon Search (University of Minnesota, USA)",NA,University of Minnesota Rochester,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2021,JA,b,Y,0,NA,COVID-19 and the renewed migration to the rural west,Western Economics Forum,10.22004/ag.econ.311309,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.311309,doi:10.22004/ag.econ.311309,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,W3185528076,https://doi.org/10.22004/ag.econ.311309,COVID-19 and the Renewed Migration to the Rural West,2021,2021-01-01,article,10,"AgEcon Search (University of Minnesota, USA)",NA,University of Minnesota Rochester,TRUE,FALSE,6,NA,NA,NA,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Bayham,Jude,ENRE,2023,JA,b,Y,0,NA,The Economics of Wildland Firefighting Aviation Procurement and Effectiveness,Western Economics Forum,10.22004/ag.econ.339590,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.339590,doi:10.22004/ag.econ.339590,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Delay,Nathan,Ag and Food,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.349293,doi:10.22004/ag.econ.349293,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Hoag,Dana,ENRE,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.349293,doi:10.22004/ag.econ.349293,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2024,JA,b,N,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.349293,doi:10.22004/ag.econ.349293,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.349293,doi:10.22004/ag.econ.349293,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2024,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2025,JA,b,N,0,NA,Identifying a Path Forward: Evaluating Ranch Socio-Economic Sustainability,Western Economics Forum,10.22004/ag.econ.364766,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.364766,doi:10.22004/ag.econ.364766,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2025,JA,b,Y,1,Mooney;Seidl,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.364767,doi:10.22004/ag.econ.364767,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,TRUE,2025,FALSE,FALSE,Y,CV only,TRUE
Seidl,Andrew,ENRE,2025,JA,b,U,1,Mooney;Seidl,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.364767,doi:10.22004/ag.econ.364767,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,TRUE,2025,FALSE,FALSE,Y,CV only,TRUE
Ritten,John,Ag and Food,2025,JA,b,Y,0,NA,Labor Changes in the US Beef Industry Magnify Challenges with Succession,Western Economics Forum,10.22004/ag.econ.364770,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.22004/ag.econ.364770,doi:10.22004/ag.econ.364770,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Hoag,Dana,ENRE,2022,JA,b,N,0,NA,Economic Consequences of the Wolf Comeback in the Western United States,Western Economics Forum,nodoi,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:economic consequences of the wolf comeback in the western un|2022,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2021,JA,b,N,0,NA,Farm Data Collection and Software Adoption in Commercial Scale US Corn-Soybean Farms,Western Economics Forum,nodoi,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:farm data collection and software adoption in commercial sca|2021,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2021,JA,b,N,0,NA,Impacts of the COVID-19 pandemic on agriculture and natural resources in the western US,Western Economics Forum,nodoi,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:impacts of the covid 19 pandemic on agriculture and natural |2021,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2021,JA,b,Y,0,NA,Recent Trends in PA Technology Adoption and Bundling in Corn Production,Western Economics Forum,nodoi,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,NA,titleyear:recent trends in pa technology adoption and bundling in corn|2021,1,Active CSU affiliation,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Burkhardt,Jesse,ENRE,2021,JA,a,N,0,NA,Dry landscapes and parched economies: drought impacts on nonagricultural sectors,WIREs Water,10.1002/wat2.1571,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/wat2.1571,doi:10.1002/wat2.1571,1,Active CSU affiliation,wires water,7.428,2021,Exact journal-year,W4200579997,https://doi.org/10.1002/wat2.1571,Dry landscapes and parched economies: A review of how drought impacts nonagricultural socioeconomic sectors in the <scp>US</scp> Intermountain West,2021,2021-12-29,article,38,Wiley Interdisciplinary Reviews Water,2049-1948,Wiley,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2022,JA,a,N,0,NA,Data availability and sector-specific frameworks restrict drought impact quantification,WIREs Water,10.1002/wat2.1586,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/wat2.1586,doi:10.1002/wat2.1586,1,Active CSU affiliation,wires water,8.2,2022,Exact journal-year,W4221017855,https://doi.org/10.1002/wat2.1586,Data availability and sector‐specific frameworks restrict drought impact quantification in the Intermountain West,2022,2022-03-26,article,1,Wiley Interdisciplinary Reviews Water,2049-1948,Wiley,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Magnan,Nicholas,Ag and Food,2025,JA,a,Y,0,NA,Who is Asking and How? Effects of Survey Mode and Enumerator Gender,World Development,10.1016/j.worlddev.2025.107078,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.worlddev.2025.107078,doi:10.1016/j.worlddev.2025.107078,1,Active CSU affiliation,world development,5.1,2025,Exact journal-year,W4412025049,https://doi.org/10.1016/j.worlddev.2025.107078,Who is asking and how? Effects of survey mode and enumerator gender on measuring women’s life experience,2025,2025-07-04,article,1,World Development,0305-750X,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
